,text
2043,"['associating', 'elders', 'older', 'oneself', 'practice', 'precepts', 'virtue', 'similar', 'good', 'things', 'restrained', 'aged', 'matured', 'seniors', 'brought', 'measure', 'restraint', 'matured', 'bearing', 'dignity', 'calm', 'mental', 'agitation', 'worry', 'cast']"
2044,[]
2045,"['good', 'companionship', 'refers', 'association', 'versed', 'discipline', 'able', 'dispel', 'worry', 'regards', 'doubt', 'concerning', 'proper', 'improper', 'practice']"
2046,['doubt']
2047,[]
2048,"['wrong', 'reflection', 'things', 'founded', 'doubt', 'brings', 'arising', 'doubt', 'things', 'founded', 'doubt', 'known', 'just', 'doubt', 'owing', 'state', 'reason', 'doubt', 'blessed', 'said', 'wrong', 'reflection', 'things', 'founded', 'doubt', 'condition', 'fresh', 'doubt', 'increase', 'expansion', 'doubt', 'arisen', 'right', 'reflection', 'wholesome', 'things', 'karmically', 'like', 'casting', 'doubt', 'blessed', 'said', 'right', 'reflection', 'things', 'karmically', 'wholesome', 'things', 'blameful', 'blameless', 'things', 'practiced', 'practiced', 'things', 'low', 'high', 'value', 'things', 'dark', 'fair', 'counterparts', 'bad', 'good', 'intensely', 'keeps', 'fresh', 'doubt', 'casts', 'doubt', 'come', 'existence']"
2049,[]
2050,"['things', 'help', 'throw', 'doubt', 'state', 'learned', 'buddhas', 'teaching', 'inquiring', 'buddha', 'dhamma', 'sangha', 'understanding', 'thoroughly', 'nature', 'discipline', 'decided', 'truth', 'buddha', 'dhamma', 'sangha', 'sympathetic', 'helpful', 'companionship', 'stimulating', 'talk', 'helps', 'dispel', 'doubt']"
2051,[]
2052,"['explained', 'earlier', 'knowledge', 'suttas', 'generally', 'letter', 'spirit', 'second', 'obvious', 'indicates', 'state', 'mastery', 'discipline', 'practical', 'application', 'great', 'conversance', 'hand', 'fourth', 'strong', 'inclination', 'reliance', 'triple', 'gem', 'called', 'faith', 'capable', 'settling', 'object', 'virtues', 'buddha', 'dhamma', 'sangha', 'fifth', 'association', 'good', 'companions', 'like', 'elder', 'vakkali', 'bent', 'inclined', 'sliding', 'faith', 'mentally', 'sixth', 'stimulating', 'talk', 'triple', 'gem', 'times', 'possible', 'state', 'behavior', 'cast', 'away', 'doubt', 'means', 'things', 'doubt', 'cast', 'things', 'arise', 'future', 'destroyed', 'attainment', 'stage', 'arahant']"
2053,[]
2054,"['things', 'founded', 'doubt', 'things', 'stand', 'proceed', 'doubt', 'taking', 'doubt', 'itself', 'sees', 'doubt', 'arisen', 'particular', 'reason', 'way', 'common', 'cause', 'doubt', 'arisen']"
2055,[]
2056,"['surely', 'knowledge', 'dhamma', 'inquiry', 'doubts', 'cast']"
2057,[]
2058,"['iti', 'ajjhattam', 'internally', 'way', 'bhikkhu', 'lives', 'contemplating', 'mental', 'objects', 'laying', 'hold', 'hindrances', 'mental', 'objects', 'mind', 'mental', 'objects', 'anothers', 'mind', 'time', 'mental', 'objects', 'mind', 'time', 'mental', 'objects', 'anothers', 'mind']"
2059,[]
2060,"['origination', 'dissolution', 'refer', 'origination', 'hindrances', 'way', 'wrong', 'reflection', 'sensuously', 'attractive', 'beautiful', 'objects', 'dissolution', 'hindrances', 'wise', 'reflection', 'impurity', 'sensuous', 'objects']"
2061,[]
2062,"['mindfulness', 'lays', 'hold', 'hindrances', 'truth', 'suffering', 'portal', 'deliverance', 'bhikkhu', 'lays', 'hold', 'hindrances', 'understood']"
2063,['aggregates']
2064,[]
2065,"['having', 'expounded', 'contemplation', 'mental', 'objects', 'way', 'hindrances', 'master', 'said', 'bhikkhus', 'order', 'explain', 'contemplation', 'mental', 'objects', 'way', 'fivefold', 'aggregation']"
2066,[]
2067,"['pañcasu', 'upadanakkhandhesu', 'mental', 'objects', 'aggregates', 'clinging', 'aggregates', 'clinging', 'groups', 'grasp', 'life', 'congeries', 'mental', 'objects', 'condition', 'clinging', 'meaning', 'brief', 'indication', 'aggregates', 'statement', 'aggregates', 'length', 'talk', 'aggregates', 'path', 'purity', 'read']"
2068,[]
2069,"['iti', 'rupam', 'material', 'form', 'far', 'material', 'form', 'way', 'bhikkhu', 'perceives', 'material', 'form', 'according', 'nature', 'regard', 'feeling', 'things', 'come', 'method', 'exegesis', 'brief', 'indication', 'meaning', 'matters', 'referred', 'lengthy', 'explanation', 'things', 'read', 'talk', 'aggregates', 'path', 'purity']"
2070,[]
2071,"['iti', 'rupassa', 'samudayo', 'arising', 'material', 'form', 'arising', 'material', 'form', 'aggregates', 'known', 'according', 'fivefold', 'way', 'mentioned', 'section', 'modes', 'deportment', 'arising', 'ignorance', 'forth']"
2072,[]
2073,"['iti', 'rupassa', 'atthangamo', 'disappearance', 'material', 'form', 'disappearance', 'material', 'form', 'aggregates', 'known', 'according', 'fivefold', 'way', 'mentioned', 'section', 'modes', 'deportment', 'passing', 'away', 'ignorance', 'forth', 'read', 'talk', 'aggregates', 'path', 'purity', 'explanation']"
2074,[]
2075,"['iti', 'ajjhattam', 'internally', 'way', 'bhikkhu', 'lives', 'contemplating', 'mental', 'objects', 'laying', 'hold', 'fivefold', 'aggregation', 'clinging', 'mental', 'objects', 'mental', 'objects', 'time', 'time', 'anothers', 'mental', 'objects']"
2076,[]
2077,"['origination', 'dissolution', 'fivefold', 'aggregate', 'brought', 'forward', 'connected', 'way', 'fifty', 'characteristics', 'groups', 'extended', 'application', 'words', 'arising', 'ignorance', 'arising', 'material', 'form', 'comes']"
2078,[]
2079,"['according', 'method', 'stated', 'commentator', 'exposition']"
2080,[]
2081,"['according', 'nature', 'means', 'according', 'nature', 'breakingup', 'according', 'nature', 'eye', 'color', 'like', 'regard', 'material', 'form', 'according', 'nature', 'experiencing', 'nature', 'pleasure', 'like', 'regard', 'feeling', 'way', 'connected', 'things', 'interpreted']"
2082,['sensebases']
2083,[]
2084,"['explaining', 'contemplation', 'mental', 'objects', 'way', 'aggregates', 'master', 'said', 'bhikkhus', 'order', 'explain', 'contemplation', 'mental', 'objects', 'way', 'sensebases']"
2085,[]
2086,"['chasu', 'ajjhattika', 'bahiresu', 'ayatanesu', 'mental', 'objects', 'internal', 'external', 'sensebases', 'eye', 'ear', 'nose', 'tongue', 'body', 'mind', 'internal', 'sensebases', 'material', 'form', 'mind', 'smell', 'tastes', 'tactual', 'object', 'mental', 'object', 'external', 'sensebases']"
2087,[]
2088,"['cakkhum', 'pajanati', 'understands', 'eye', 'understands', 'sensory', 'apparatus', 'eye', 'way', 'distinct', 'function', 'salient', 'characteristic']"
2089,[]
2090,"['rupe', 'pajanati', 'understands', 'material', 'form', 'objects', 'visible', 'understands', 'material', 'form', 'arising', 'producers', 'corporeality', 'karma', 'consciousness', 'climate', 'nutriment', 'kamma', 'citta', 'utu', 'ahara', 'way', 'distinctive', 'function', 'salient', 'characteristic']"
2091,[]
2092,"['yam', 'tadubhayam', 'paticcca', 'uppajjati', 'samyojanam', 'fetter', 'arises', 'dependent', 'eye', 'forms', 'understands', 'according', 'distinct', 'function', 'characteristic', 'tenfold', 'fetter', 'arises', 'dependent', 'eye', 'forms', 'tenfold', 'fetter', 'sensedesire', 'resentment', 'pride', 'speculative', 'theory', 'doubt', 'belief', 'rites', 'ceremonies', 'desire', 'existing', 'envy', 'avarice', 'ignorance']"
2093,[]
2094,"['tenfold', 'fettering', 'arise', 'asks']"
2095,[]
2096,"['fetter', 'sensuality', 'arises', 'way', 'sensuous', 'enjoyment', 'takes', 'delight', 'pleasant', 'senseobject', 'visible', 'eyedoor', 'annoyed', 'angry', 'sight', 'unpleasant', 'object', 'fetter', 'resentment', 'arises', 'fetter', 'pride', 'arises', 'thinks', 'able', 'consider', 'object', 'wisely', 'fetter', 'speculative', 'theory', 'comes', 'takes', 'material', 'form', 'permanent', 'everlasting', 'fetter', 'doubt', 'arises', 'thinks', 'way', 'material', 'form', 'beings', 'fetter', 'desire', 'existing', 'arises', 'wishes', 'sure', 'favorable', 'state', 'existence', 'material', 'form', 'easy', 'access', 'fetter', 'rites', 'ceremonies', 'arises', 'undertakes', 'perform', 'rites', 'ceremonies', 'thinking', 'future', 'possible', 'obtain', 'object', 'taking', 'observance', 'rites', 'ceremonies', 'fetter', 'envy', 'arises', 'contemplates', 'grudgingly', 'material', 'form', 'good', 'fetter', 'avarice', 'arises', 'stints', 'material', 'form', 'belonging']"
2097,[]
2098,"['fetter', 'ignorance', 'arises', 'previously', 'mentioned', 'fetters', 'sensuous', 'passion', 'like', 'way', 'relation', 'conascent', 'nescience']"
2099,[]
2100,"['yathaca', 'anupannassa', 'samyojanassa', 'uppado', 'hoti', 'tañca', 'pajanati', 'understands', 'arising', 'nonarisen', 'tenfold', 'fetter', 'comes', 'understands', 'tenfold', 'fetter', 'arisen', 'earlier', 'owing', 'cause', 'nonoccurrence']"
2101,[]
2102,"['yatha', 'uppannassa', 'samyojanassa', 'pahanam', 'hoti', 'tañca', 'pajanati', 'understands', 'abandoning', 'arisen', 'tenfold', 'fetter', 'comes', 'understands', 'reason', 'abandoning', 'just', 'tenfold', 'fetter', 'arisen', 'previous', 'nonabandoning', 'occurrence']"
2103,[]
2104,"['yatha', 'pahinassa', 'samojanassa', 'ayatim', 'anuppado', 'hoti', 'tañca', 'pajanati', 'understands', 'nonarising', 'future', 'abandoned', 'tenfold', 'fetter', 'comes', 'understands', 'reason', 'nonarising', 'future', 'tenfold', 'fetter', 'abandoned', 'way', 'rejection', 'separate', 'factors', 'right', 'reflection', 'tadangavasena', 'absorption', 'vikkhambhana', 'vasena']"
2105,[]
2106,"['owing', 'reason', 'tenfold', 'fettering', 'cease', 'arise', 'future', 'finally']"
2107,[]
2108,"['path', 'streamwinning', 'stage', 'awakening', 'reason', 'final', 'cessation', 'fetters', 'speculative', 'theory', 'doubt', 'rites', 'ceremonies', 'envy', 'avarice', 'path', 'oncereturning', 'second', 'stage', 'awakening', 'reason', 'final', 'cessation', 'sensuality', 'resentment', 'gross', 'kind', 'residum', 'fetters', 'finally', 'ceases', 'reason', 'statement', 'path', 'neverreturning', 'stage', 'awakening', 'fact', 'fetter', 'pride', 'desire', 'existing', 'ignorance', 'cease', 'finally', 'future', 'path', 'final', 'purification', 'arahantship', 'fourth', 'state', 'awakening']"
2109,[]
2110,"['method', 'exegesis', 'sotañca', 'pajanati', 'sadde', 'pajanati', 'understands', 'ear', 'sounds', 'connection', 'talk', 'sensebases', 'understood', 'stated', 'commentator', 'path', 'purity']"
2111,[]
2112,"['iti', 'ajjhattam', 'internally', 'bhikkhu', 'lives', 'contemplating', 'mental', 'objects', 'laying', 'hold', 'internal', 'sensebases', 'mental', 'objects', 'anothers', 'laying', 'hold', 'external', 'sensebases', 'anothers', 'mental', 'objects', 'time', 'time', 'anothers', 'mental', 'objects']"
2113,[]
2114,"['origination', 'dissolution', 'brought', 'forward', 'connected', 'extended', 'application', 'method', 'indicated', 'words', 'origin', 'ignorance', 'origin', 'eye', 'sensebases', 'material', 'form', 'aggregate', 'materiality', 'mental', 'sensebase', 'aggregate', 'consciousness', 'sensebase', 'mental', 'object', 'nonmaterial', 'aggregates', 'according', 'method', 'exegesis', 'stated', 'commentator', 'supramundane', 'states', 'taken', 'onward', 'exposition', 'according', 'method', 'shown', 'commentator']"
2115,[]
2116,"['groups', 'sensebases', 'stated', 'way', 'determining', 'sensedoors', 'senseobjects', 'arising', 'sixfold', 'consciousness', 'consciousness', 'mind', 'aggregate', 'included', 'course', 'cognition', 'eyeconsciousness', 'just', 'eyebase', 'door', 'origin', 'base', 'material', 'form', 'object', 'case', 'sixth', 'sensebase', 'mindbase', 'called', 'lifecontinum', 'unconscious', 'mind', 'door', 'origin', 'chatthassa', 'pana', 'bhavangamanasankhato', 'manayatanekadeso', 'uppatti', 'dvaram', 'particular', 'special', 'way', 'mindobject', 'base', 'object', 'asadharananca', 'dhammayatanam', 'arammanam']"
2117,[]
2118,"['dependent', 'eye', 'condition', 'way', 'decisive', 'support', 'material', 'forms', 'objects', 'condition', 'way', 'objective', 'predominance', 'objective', 'decisive', 'support', 'cakkhum', 'upanissaya', 'paccayavasena', 'paccayabhutam', 'rupe', 'arammanadhipati', 'arammanupanissaya', 'vasena', 'paccayabhute', 'paticca']"
2119,"['factors', 'enlightenment']"
2120,['mindfulness']
2121,[]
2122,"['explaining', 'contemplation', 'mental', 'objects', 'way', 'internal', 'external', 'sensebases', 'master', 'said', 'bhikkhus', 'order', 'talk', 'contemplation', 'mental', 'objects', 'way', 'factors', 'enlightenment', 'mental', 'limbs', 'awaking', 'stupor', 'passions', 'soil', 'penetrating', 'real', 'truths', 'suffering', 'cause', 'cessation', 'way', 'leading', 'cessation', 'suffering']"
2123,[]
2124,"['limbs', 'members', 'constituent', 'parts', 'awaking', 'mind']"
2125,[]
2126,"['santam', 'present', 'existing', 'way', 'attainment']"
2127,[]
2128,"['enlightenment', 'factor', 'called', 'mindfulness', 'enlightenment', 'factor', 'mindfulness']"
2129,[]
2130,"['enlightenment', 'factors', 'meditator', 'effectively', 'gets', 'enlightened', 'meditator', 'called', 'complete', 'enlightenment', 'time', 'begins', 'strenuous', 'contemplation', 'insight', 'stands', 'practice', 'starting', 'arising', 'knowledge', 'rise', 'fall', 'phenomena']"
2131,[]
2132,"['sevenfold', 'completeness', 'harmony', 'beginning', 'mindfulness', 'awakes', 'effectively', 'rises', 'sleep', 'defilements', 'penetrates', 'truths', 'complete', 'enlightenment', 'components', 'complete', 'enlightenment', 'harmony', 'called', 'complete', 'enlightenment', 'factors', 'enlightenment']"
2133,[]
2134,"['instruction', 'discourses', 'figurative', 'instruction', 'arousing', 'mindfulness', 'set', 'going', 'way', 'mundane', 'eightfold', 'path', 'said', 'commentator', 'meditator', 'complete', 'enlightenment', 'pure', 'disciple', 'ariya', 'savaka', 'meditator', 'considered', 'personification', 'factors', 'complete', 'enlightenment', 'reach', 'nibbana']"
2135,[]
2136,"['factors', 'enlightenment', 'wordmeaning', 'understood', 'way']"
2137,[]
2138,"['assantam', 'absent', 'existing', 'lack', 'attainment']"
2139,[]
2140,"['yatha', 'anuppannassa', 'arising', 'nonarisen', 'enlightenment', 'factor', 'mindfulness', 'things', 'condition', 'enlightenment', 'factor', 'mindfulness', 'abundance', 'right', 'reflection', 'reason', 'conducive', 'arising', 'nonarisen', 'enlightenment', 'factor', 'mindfulness', 'increase', 'expansion', 'completion', 'culture', 'arisen', 'enlightenment', 'factor']"
2141,[]
2142,"['comes', 'just', 'mindfulness', 'comprises', 'things', 'condition', 'enlightenment', 'factor', 'mindfulness', 'right', 'reflection', 'just', 'characteristic', 'mentioned', 'right', 'reflection', 'occurs', 'plentifully', 'things', 'condition', 'enlightenment', 'factor', 'mindfulness', 'enlightenment', 'factor', 'mindfulness', 'arises']"
2143,[]
2144,"['things', 'lead', 'arising', 'enlightenment', 'factor', 'mindfulness', 'mindfulness', 'clear', 'comprehension', 'avoiding', 'person', 'confused', 'minds', 'association', 'persons', 'mindfulness', 'ready', 'application', 'inclination', 'mindfulness']"
2145,[]
2146,"['explanation', 'said', 'mindfulness', 'arises', 'mindfulness', 'clear', 'comprehension', 'seven', 'positions', 'beginning', 'going', 'forwards', 'mindfulness', 'arousing', 'knowledge', 'grasps', 'purpose', 'actions', 'mindfulness', 'clear', 'comprehension', 'mindfulness', 'clear', 'comprehension', 'state', 'brings', 'cultivation', 'mindfulness', 'mindfulness', 'clear', 'comprehension', 'necessary', 'arising', 'mindfulness', 'abandoning', 'rejection', 'contrary', 'things', 'practice', 'suitable', 'things', 'necessary', 'arising', 'fresh', 'karmically', 'wholesome', 'things', 'eschewing', 'persons', 'bereft', 'mindfulness', 'association', 'persons', 'cultivate', 'mindfulness', 'state', 'engaged', 'kind', 'state', 'engaged', 'second', 'necessary', 'arising', 'enlightenment', 'factor', 'mindfulness']"
2147,[]
2148,"['mindfulness', 'arises', 'avoiding', 'persons', 'confused', 'mind', 'like', 'crows', 'come', 'cawing', 'food', 'thrown', 'association', 'persons', 'mindfulness', 'ready', 'application', 'like', 'elder', 'tissadatta', 'terrace', 'wisdom', 'tree', 'having', 'golden', 'ticket', 'authorizing', 'expound', 'dhamma', 'bodhi', 'mande', 'suvanna', 'salakam', 'gahetva', 'entered', 'assembly', 'saying', 'eighteen', 'languages', 'shall', 'expound', 'dhamma', 'elder', 'abhaya', 'mentioned', 'elder', 'dattabhaya', 'commentator', 'state', 'mind', 'tending', 'originating', 'mindfulness', 'postures', 'kinds', 'behavior', 'disposition', 'body', 'bhikkhu', 'knows', 'completion', 'culture', 'enlightenment', 'factor', 'mindfulness', 'brought', 'ways', 'takes', 'place', 'means', 'attainment', 'path', 'arahantship']"
2149,"['investigation', 'mental', 'objects']"
2150,[]
2151,"['karmically', 'good', 'karmically', 'bad', 'things', 'right', 'wrong', 'counterparts', 'bright', 'dark', 'things', 'abundance', 'right', 'reflection', 'reason', 'conducive', 'arising', 'nonarisen', 'enlightenment', 'factor', 'investigation', 'mental', 'objects', 'increase', 'expansion', 'completion', 'culture', 'enlightenment', 'factor', 'arisen']"
2152,[]
2153,"['right', 'reflection', 'conscious', 'state', 'associated', 'knowledge', 'arises', 'way', 'perceiving', 'according', 'actuality', 'nature', 'function', 'characteristic', 'forth', 'skillful', 'wholesome', 'states', 'mind', 'like', 'correct', 'reflection', 'called', 'right', 'radical', 'reflection']"
